Sample_ID,PetroNo,Sample_type,Date_sampled,WaterYear,NAT_LOC,Site_name,Watershed,River,Reach,Lat_dd,Long_dd,Collector,Source,Paired_with,Sr8786,SD,Notes
2_T04,ACF6,Clam,41794,2014,TUO,T04 - Tuol downstream of Dry Creek,Tuolumne,Tuolumne,Lower,37.627491,-120.984398,,,,0.706523095,0.00029566,
2_T04.5,ACH7,Clam,41794,2014,TUO,T04.5 - Tuolumne-Dry Creek confluence,Tuolumne,Tuolumne,Lower,37.627624,-120.983463,,,,0.706335138,0.000289723,
2_T07,ACG7,Clam,41794,2014,TUO,T07 - Waterford (River Park),Tuolumne,Tuolumne,Mid,37.636494,-120.753822,,,,0.707337451,0.000349366,rkm measured in my maps (starting at D06 lat long as zero)
2_Y01,ACC6,Clam,41787,2014,FEA,Y01  - FEA @ Mosquito Beach,Feather,Feather,Mid,39.12793,-121.599609,,,,0.70618215,0.000477985,rkm measured in my maps (starting at D06 lat long as zero)
2_Y05_W,ACH8,Clam,41787,2014,,Y05 - Dry Creek proper (Hammon Grove Park),Yuba,Dry Creek (YUB),trib,39.23011,-121.400101,,,,0.70477022,0.000647239,
3_D01,ACE6,Clam,41776,2014,,D01 - Decker Island,Delta,Delta,,38.080673,-121.725235,,,,0.706468933,0.000263897,
3_D03,ACE3,Clam,41776,2014,,D03 - Brannan Island,Delta,Delta,,38.097778,-121.570229,,,,0.706227467,0.000276269,
3_D08,ACA6,Clam,41786,2014,MOK,D08 - Mokelumne (New Hope Rd),Mokelumne,Mokelumne,Lower,38.236507,-121.418938,,,,0.706769924,0.000209471,
3_D09,ACC4,Clam,41776,2014,SJR,D09 - SJR @Stockton (Buckley Cove Park),SJR,SJR,Lower,37.973804,-121.375664,,,,0.707088725,0.000196313,Check this matches watershed etc in main water DB
3_D12,ACD2,Clam,41786,2014,SJR,D12 - SJR @Mossdale,SJR,SJR,Lower,37.788502,-121.30761,,,,0.706757638,0.000305372,
3_T03,ACB2,Clam,41794,2014,,T03 - Dry Creek proper (Tuol),Tuolumne,Dry Creek (TUO),trib,37.630428,-120.986504,,,,0.70623294,0.000272811,
3_T04,ACB3,Clam,41794,2014,TUO,T04 - Tuol downstream of Dry Creek,Tuolumne,Tuolumne,Lower,37.627491,-120.984398,,,,0.706469494,0.00024871,
3_T06,ACC3,Clam,41794,2014,TUO,T06 - Fox Grove Park,Tuolumne,Tuolumne,Mid,37.61763,-120.84549,,,,0.706930545,0.000324278,
3_T07,ACC5,Clam,41794,2014,TUO,T07 - Waterford (River Park),Tuolumne,Tuolumne,Mid,37.636494,-120.753822,,,,0.707452481,0.000375564,
3_Y03_W,ACE2,Clam,41787,2014,YUB,Y03 - Lower Yuba (Simpson Lane),Yuba,Yuba,Lower,39.141769,-121.576019,,,,0.708170959,0.000356675,
4_D02,ACD8,Clam,41776,2014,,D02 - Opp. Rio Vista (Cliff House),Delta,Delta,,38.170437,-121.669533,,,,0.706181667,0.000308456,
4_D04,ACF5,Clam,41776,2014,,D04 - Oxbow Marina (Tyler Island Bridge),Delta,Delta,,38.160862,-121.585457,,,,0.705901646,0.000338453,
4_D05,ACB6,Clam,41786,2014,,D05 - Sac upstream of Delta (nr X channel),Delta,Delta,,38.239182,-121.519333,,,,0.706002571,0.000300165,
4_S01,ACA4,Clam,41795,2014,SJR,S01 - SJR below Stan (2 rivers RV park),SJR,SJR,Lower,37.666176,-121.242378,,,,0.706887986,0.000413042,
4_S01,ACL6,Clam,41795,2014,SJR,S01 - SJR below Stan (2 rivers RV park),SJR,SJR,Lower,37.666176,-121.242378,,,,0.706971417,0.000299955,rkm measured in my maps then added to Chipps (Weber dist)
4_T01,ACA3,Clam,41795,2014,SJR,T01 - SJR below Tuol (Wildlife Refuge),SJR,SJR,Lower,37.614758,-121.183644,,,,0.706964058,0.000285954,rkm measured in my maps then added to Chipps (Weber dist)
4_Y03_W,ACG8,Clam,41787,2014,YUB,Y03 - Lower Yuba (Simpson Lane),Yuba,Yuba,Lower,39.141769,-121.576019,,,,0.708191883,0.000370632,
4_Y06,ACF7,Clam,41787,2014,,Y06 - Dry Creek Mouth (Sycamore Ranch),Yuba,Dry Creek (YUB),trib,39.22308,-121.407967,,,,0.705546263,0.000844252,
5_D08,ACF2,Clam,41786,2014,MOK,D08 - Mokelumne (New Hope Rd),Mokelumne,Mokelumne,Lower,38.236507,-121.418938,,,,0.706781307,0.000240532,
5_D10,ACL4,Clam,41776,2014,,D10 - Middle river,Delta,Delta,,37.89344,-121.48851,,,,0.706018716,0.000319436,
5_S02_W,ACE1,Clam,41795,2014,STA,S02 - Stan @Caswell,Stanislaus,Stanislaus,Lower,37.701862,-121.179092,,,,0.706386819,0.000243526,
5_T02,ACA5,Clam,41794,2014,TUO,T02 - Shiloh Rd,Tuolumne,Tuolumne,Lower,37.602749,-121.131577,,,,0.706672004,0.000229696,
5_T03,ACF3,Clam,41794,2014,,T03 - Dry Creek proper (Tuol),Tuolumne,Dry Creek (TUO),trib,37.630428,-120.986504,,,,0.706202101,0.000267074,
5_T05,ACG1,Clam,41794,2014,TUO,T05 - Santa Fe Ave,Tuolumne,Tuolumne,Mid,37.623089,-120.89933,,,,0.706574756,0.000252377,
5_T10,ACH2,Clam,41794,2014,TUO,T10 - Turlock campground (C.G.),Tuolumne,Tuolumne,Upper,37.631367,-120.581543,,,,0.7074525,0.000432005,
5_Y04,ACC7,Clam,41787,2014,YUB,Y04 - Hallwood Blvd,Yuba,Yuba,Lower,39.181076,-121.516342,,,,0.708382513,0.000427285,
5_Y06,ACD1,Clam,41787,2014,,Y06 - Dry Creek Mouth (Sycamore Ranch),Yuba,Dry Creek (YUB),trib,39.22308,-121.407967,,,,0.70556717,0.000757439,
6_D04,ACB4,Clam,41776,2014,,D04 - Oxbow Marina (Tyler Island Bridge),Delta,Delta,,38.160862,-121.585457,,,,0.705902562,0.000295159,rkm measured in my maps then added to Rio Vista dist
6_D05,ACF8,Clam,41786,2014,,D05 - Sac upstream of Delta (nr X channel),Delta,Delta,,38.239182,-121.519333,,,,0.705838449,0.000390341,rkm measured in my maps then added to Rio Vista dist
6_D11,ACH6,Clam,41776,2014,,D11 - Old River (Sam's Market),Delta,Delta,,37.804714,-121.449608,,,,0.706914501,0.000315996,"check rkm (used Weber's for ""Knights Landing"""
6_D12,ACH5,Clam,41786,2014,SJR,D12 - SJR @Mossdale,SJR,SJR,Lower,37.788502,-121.30761,,,,0.706787855,0.000354513,"check rkm (used Weber's for ""Knights Landing"""
6_S02_W,ACG2,Clam,41795,2014,STA,S02 - Stan @Caswell,Stanislaus,Stanislaus,Lower,37.701862,-121.179092,,,,0.706345703,0.000249166,
6_S03,ACB1,Clam,41795,2014,STA,S03 - Stan upstream of canal,Stanislaus,Stanislaus,Lower,37.705086,-121.158913,,,,0.706162221,0.000232881,
6_S03,ACL7,Clam,41795,2014,STA,S03 - Stan upstream of canal,Stanislaus,Stanislaus,Lower,37.705086,-121.158913,,,,0.706346227,0.000326293,
6_T01,ACE4,Clam,41795,2014,SJR,T01 - SJR below Tuol (Wildlife Refuge),SJR,SJR,Lower,37.614758,-121.183644,,,,0.706980286,0.000350263,
6_T05,ACB5,Clam,41794,2014,TUO,T05 - Santa Fe Ave,Tuolumne,Tuolumne,Mid,37.623089,-120.89933,,,,0.706678934,0.00030737,
6_Y07,ACG5,Clam,41787,2014,YUB,Y07 - Dry Creek-Yuba confluence (Sycamore Ranch),Yuba,Yuba,Upper,39.222088,-121.408272,,,,0.708857469,0.000368832,
7_D09,ACL1,Clam,41776,2014,SJR,D09 - SJR @Stockton (Buckley Cove Park),SJR,SJR,Lower,37.973804,-121.375664,,,,0.706055929,0.00031274,Check this matches watershed etc in main water DB
7_D10,ACC8,Clam,41776,2014,,D10 - Middle river,Delta,Delta,,37.89344,-121.48851,,,,0.706605168,0.000203258,
7_S03,ACF1,Clam,41795,2014,STA,S03 - Stan upstream of canal,Stanislaus,Stanislaus,Lower,37.705086,-121.158913,,,,0.706372065,0.000268185,
7_SO4,ACC1,Clam,41795,2014,STA,S04 - Orange Blossom,Stanislaus,Stanislaus,Upper,37.789158,-120.763458,,,,0.706417646,0.000248786,
7_T06,ACG4,Clam,41794,2014,TUO,T06 - Fox Grove Park,Tuolumne,Tuolumne,Mid,37.61763,-120.84549,,,,0.706782077,0.000261172,
7_T10,ACD3,Clam,41794,2014,TUO,T10 - Turlock campground (C.G.),Tuolumne,Tuolumne,Upper,37.631367,-120.581543,,,,0.707478429,0.000275221,
7_T11,ACH4,Clam,41794,2014,TUO,T11 - Old La Grange Rd,Tuolumne,Tuolumne,Upper,37.666361,-120.461916,,,,0.707684734,0.000293483,
8_D11,ACD7,Clam,41776,2014,,D11 - Old River (Sam's Market),Delta,Delta,,37.804714,-121.449608,,,,0.706821082,0.000221211,
8_T02,ACE7,Clam,41794,2014,TUO,T02 - Shiloh Rd,Tuolumne,Tuolumne,Lower,37.602749,-121.131577,,,,0.70674201,0.00023752,
8_Y07,ACD5,Clam,41787,2014,YUB,Y07 - Dry Creek-Yuba confluence (Sycamore Ranch),Yuba,Yuba,Upper,39.222088,-121.408272,,,,0.708753902,0.000356106,
AR1,CLAM.B.1,Clam,41072,2012,AME,American near Sac (Discovery Park),American River,American River,Lower,38.603142,-121.489767,,,,0.709782965,0.000165462,
AR2,CLAM.B.2,Clam,41072,2012,AME,American near Sac (Discovery Park),American River,American River,Lower,38.603142,-121.489767,,,,0.709916735,0.000211243,
DI2,CLAM.C.5,Clam,41072,2012,,Decker Island,Delta,Delta,Delta,38.0835145,-121.7306228,,,,0.706368511,0.000208727,
DI5,CLAM.C.6,Clam,41072,2012,,Decker Island,Delta,Delta,Delta,38.0835145,-121.7306228,,,,0.706437746,0.000117928,
F2,CLAM.B.3,Clam,41072,2012,SAC,"Cliff�s Marina, Freeport",Sacramento River,Sacramento River,Lower,38.445995,-121.500648,,,,0.706351283,0.00014616,
F5,CLAM.B.4,Clam,41072,2012,SAC,"Cliff�s Marina, Freeport",Sacramento River,Sacramento River,Lower,38.445995,-121.500648,,,,0.706330272,0.000142075,
KL1,CLAM.A.1,Clam,41072,2012,SAC,Sac above Feather/Knights Landing,Sacramento River,Sacramento River,Mid,38.801845,-121.720992,,,,0.705723503,0.000292457,
KL2,CLAM.A.2,Clam,41072,2012,SAC,Sac above Feather/Knights Landing,Sacramento River,Sacramento River,Mid,38.801845,-121.720992,,,,0.705483858,0.000309371,
MS4,CLAM.B.5,Clam,41072,2012,,Miner slough near Arrowhead,Sacramento River,Miner Slough,trib,38.289626,-121.638218,,,,0.706219385,0.000170271,
MS5,CLAM.B.6,Clam,41072,2012,,Miner slough near Arrowhead,Sacramento River,Miner Slough,trib,38.289626,-121.638218,,,,0.706243097,0.000187601,
OM1,CLAM.C.3,Clam,41072,2012,,Oxbow Marina,Delta,Delta,Delta,38.149915,-121.58941,,,,0.706432829,0.000220069,
OM3,CLAM.C.4,Clam,41072,2012,,Oxbow Marina,Delta,Delta,Delta,38.149915,-121.58941,,,,0.70628787,0.000190459,
RV2,CLAM.C.1,Clam,41072,2012,SAC,Near Ryer Island Ferry (Rio Vista Ferry) on east side of channel,Delta,Sacramento River,Delta,38.189393,-121.655198,,,,0.706292347,0.000174443,
RV3,CLAM.C.2,Clam,41072,2012,SAC,Near Ryer Island Ferry (Rio Vista Ferry) on east side of channel,Delta,Sacramento River,Delta,38.189393,-121.655198,,,,0.706392095,0.000185247,
SB1,CLAM.A.3,Clam,41072,2012,,Sutter Bypass,Butte Creek,Sutter Bypass,trib,38.964297,-121.67083,,,,0.705310564,0.0001732,
SB3,CLAM.A.4,Clam,41072,2012,,Sutter Bypass,Butte Creek,Sutter Bypass,trib,38.964297,-121.67083,,,,0.705246463,0.000171099,
SR11,CLAM.A.6,Clam,41072,2012,SAC,Sac above American (Virgin Sturgeon),Sacramento River,Sacramento River,Lower,38.604645,-121.522593,,,,0.705725291,0.000166905,
SR3,CLAM.A.5,Clam,41072,2012,SAC,Sac above American (Virgin Sturgeon),Sacramento River,Sacramento River,Lower,38.604645,-121.522593,,,,0.705746181,9.59E-05,
AR18001,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709663559,,
AR18002,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709555214,,
AR18003,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709668562,,
AR18006,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709485238,,
AR18007,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709538676,,
AR18009,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709570438,,
AR18010,,Otolith,,2018,AME,,,,,38.566643,-121.383619,,,,0.709530852,,
AR99220,,Otolith,,1999,AME,,,,,38.566643,-121.383619,,,,0.71004321,,
AR99223,,Otolith,,1999,AME,,,,,38.566643,-121.383619,,,,0.71012098,,
AR99226,,Otolith,,1999,AME,,,,,38.566643,-121.383619,,,,0.709992376,,
AR99227,,Otolith,,1999,AME,,,,,38.566643,-121.383619,,,,0.709872894,,
AR99228,,Otolith,,1999,AME,,,,,38.566643,-121.383619,,,,0.710247917,,
LAR041916-CS01,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.71037838,,
LAR041916-CS16,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.709947646,,
LAR041916-CS17,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.709767462,,
LAR042116-CS09,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.710150577,,
LAR042116-CS11,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.710141712,,
LAR042116-CS14,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.710176406,,
LAR050316-CS02,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.71007513,,
LAR050516-CS04,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.709667154,,
LAR050516-CS09,,Otolith,,2016,AME,,,,,38.566643,-121.383619,,,,0.709254616,,
LNO99370,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.704628494,,
LNO99371,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.703873617,,
LNO99373,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.704254307,,
LNO99374,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.704032041,,
LNO99375,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.704846858,,
LNO99379,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.7041678,,
LNO99381,,Otolith,,1999,BAT,,,,,40.397268,-122.152564,,,,0.704040474,,
BC09-05,,Otolith,,2007,BUT,,,,,39.41964,-121.88109,,,,0.705174881,,
BC09-07,,Otolith,,2007,BUT,,,,,39.41964,-121.88109,,,,0.705172382,,
BC09-09,,Otolith,,2007,BUT,,,,,39.41964,-121.88109,,,,0.705139959,,
BC09-17,,Otolith,,2007,BUT,,,,,39.41964,-121.88109,,,,0.705112221,,
BC09-19,,Otolith,,2007,BUT,,,,,39.41964,-121.88109,,,,0.705560239,,
BC09-21,,Otolith,,2007,BUT,,,,,39.41964,-121.88109,,,,0.705070618,,
AL040814-1,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.705428813,,
AL040814-2,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.706270088,,
AL040814-3,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.705740701,,
AL041514-1,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.706117569,,
AL041514-2,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.705833053,,
CNH00154,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705279246,,
CNH00165,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705442357,,
CNH00185,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705395384,,
CNH00265,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.70520396,,
CNH00275,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705237204,,
CNH16001,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.706290499,,
CNH16006,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705370878,,
CNH16012,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.70552025,,
CNH16014,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705293856,,
CNH16018,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705191867,,
CNH2015-2,,Otolith,,2015,CNH,,,,,40.398198,-122.145263,,,,0.705903993,,
CNH2015-4,,Otolith,,2015,CNH,,,,,40.398198,-122.145263,,,,0.705397028,,
CNH2015-5,,Otolith,,2015,CNH,,,,,40.398198,-122.145263,,,,0.706141788,,
CNH2015-6,,Otolith,,2015,CNH,,,,,40.398198,-122.145263,,,,0.705813919,,
CNH2015-7,,Otolith,,2015,CNH,,,,,40.398198,-122.145263,,,,0.706077217,,
CWT04531,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.70576269,,
CWT14037,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.706101041,,
CWT14040,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.705573305,,
CWT14041,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.705804429,,
CWT14042,,Otolith,,2014,CNH,,,,,40.398198,-122.145263,,,,0.706267164,,
CWT15033,,Otolith,,2015,CNH,,,,,40.398198,-122.145263,,,,0.705530422,,
CWT16121,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705582204,,
CWT16130,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705705115,,
CWT16132,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705558934,,
CWT16133,,Otolith,,2016,CNH,,,,,40.398198,-122.145263,,,,0.705489777,,
CWT20206,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.706436872,,
CWT20331,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.706623831,,
CWT20356,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.706012409,,
CWT23125,,Otolith,,2010,CNH,,,,,40.398198,-122.145263,,,,0.706467774,,
CWT23224,,Otolith,,2010,CNH,,,,,40.398198,-122.145263,,,,0.706667702,,
CWT23289,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.706249059,,
CWT23352,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.70608543,,
CWT24125,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.707021606,,
CWT24188,,Otolith,,2010,CNH,,,,,40.398198,-122.145263,,,,0.707053182,,
CWT24978,,Otolith,,2009,CNH,,,,,40.398198,-122.145263,,,,0.706840632,,
LNO193,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705549544,,
LNO222,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.70613913,,
LNO283,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.706308312,,
142,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705323684,,
143,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705376123,,
150,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705064516,,
191,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.705406532,,
221,,Otolith,,2000,CNH,,,,,40.398198,-122.145263,,,,0.706146679,,
FEA041015-1,,Otolith,,2015,FEA,,,,,39.313086,-121.626893,,,,0.706663862,,
FEA041015-2,,Otolith,,2015,FEA,,,,,39.313086,-121.626893,,,,0.706527969,,
FEA042115-1,,Otolith,,2015,FEA,,,,,39.313086,-121.626893,,,,0.70637103,,
FEA042115-2,,Otolith,,2015,FEA,,,,,39.313086,-121.626893,,,,0.706258586,,
FEA042115-3,,Otolith,,2015,FEA,,,,,39.313086,-121.626893,,,,0.706324965,,
FEA050814-1,,Otolith,,2014,FEA,,,,,39.313086,-121.626893,,,,0.706075089,,
FEA050814-2,,Otolith,,2014,FEA,,,,,39.313086,-121.626893,,,,0.706221583,,
FEA050914-1,,Otolith,,2014,FEA,,,,,39.313086,-121.626893,,,,0.70607095,,
FEA052014-1,,Otolith,,2014,FEA,,,,,39.313086,-121.626893,,,,0.706338076,,
FEA052014-2,,Otolith,,2014,FEA,,,,,39.313086,-121.626893,,,,0.70627882,,
FR00065,,Otolith,,2000,FEA,,,,,39.313086,-121.626893,,,,0.705785075,,
FR00069,,Otolith,,2000,FEA,,,,,39.313086,-121.626893,,,,0.706328804,,
FR00075,,Otolith,,2000,FEA,,,,,39.313086,-121.626893,,,,0.706199546,,
FR00090,,Otolith,,2000,FEA,,,,,39.313086,-121.626893,,,,0.706126299,,
FR00092,,Otolith,,2000,FEA,,,,,39.313086,-121.626893,,,,0.706761804,,
FR99275,,Otolith,,1999,FEA,,,,,39.313086,-121.626893,,,,0.705998163,,
FR99276,,Otolith,,1999,FEA,,,,,39.313086,-121.626893,,,,0.7062692,,
FR99278,,Otolith,,1999,FEA,,,,,39.313086,-121.626893,,,,0.706436985,,
FR99279,,Otolith,,1999,FEA,,,,,39.313086,-121.626893,,,,0.706209848,,
FR99281,,Otolith,,1999,FEA,,,,,39.313086,-121.626893,,,,0.706450558,,
319,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706179819,,
320,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706101144,,
322,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706160773,,
323,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706119019,,
330,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706115968,,
332,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706180228,,
333,,Otolith,,2002,FEA,,,,,39.313086,-121.626893,,,,0.706174431,,
CWT14039,,Otolith,,2014,FEH,,,,,39.517296,-121.55289,,,,0.706987278,,
CWT15031,,Otolith,,2015,FEH,,,,,39.517296,-121.55289,,,,0.707383502,,
CWT16100,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707430535,,
CWT16101,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707403477,,
CWT16107,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707247349,,
CWT16110,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707411792,,
CWT16117,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707613197,,
CWT16118,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707375137,,
CWT16127,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707284966,,
CWT16129,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.706908751,,
CWT16131,,Otolith,,2016,FEH,,,,,39.517296,-121.55289,,,,0.707041945,,
FEH042114-1,,Otolith,,2014,FEH,,,,,39.517296,-121.55289,,,,0.707505529,,
FEH042114-2,,Otolith,,2014,FEH,,,,,39.517296,-121.55289,,,,0.707444571,,
FEH042114-3,,Otolith,,2014,FEH,,,,,39.517296,-121.55289,,,,0.707415589,,
FEH042114-4,,Otolith,,2014,FEH,,,,,39.517296,-121.55289,,,,0.707318054,,
FEH042114-5,,Otolith,,2014,FEH,,,,,39.517296,-121.55289,,,,0.707047632,,
FEH051715-1,,Otolith,,2015,FEH,,,,,39.517296,-121.55289,,,,0.707529576,,
FEH051715-2,,Otolith,,2015,FEH,,,,,39.517296,-121.55289,,,,0.707275659,,
FEH051715-3,,Otolith,,2015,FEH,,,,,39.517296,-121.55289,,,,0.707252256,,
FEH051715-4,,Otolith,,2015,FEH,,,,,39.517296,-121.55289,,,,0.707332857,,
FEH051715-5,,Otolith,,2015,FEH,,,,,39.517296,-121.55289,,,,0.706949567,,
FH00007,,Otolith,,2000,FEH,,,,,39.517296,-121.55289,,,,0.707720346,,
FH00010,,Otolith,,2000,FEH,,,,,39.517296,-121.55289,,,,0.70752819,,
FH00013,,Otolith,,2000,FEH,,,,,39.517296,-121.55289,,,,0.707754403,,
FH00021,,Otolith,,2000,FEH,,,,,39.517296,-121.55289,,,,0.70768708,,
FH00029,,Otolith,,2000,FEH,,,,,39.517296,-121.55289,,,,0.707673579,,
FH20419,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707673193,,
FH20425,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707597337,,
FH20427,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.70769217,,
FH20431,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707760409,,
FH20434,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707546973,,
FH40292,,Otolith,,2004,FEH,,,,,39.517296,-121.55289,,,,0.707611267,,
FH40295,,Otolith,,2004,FEH,,,,,39.517296,-121.55289,,,,0.707320969,,
FH40308,,Otolith,,2004,FEH,,,,,39.517296,-121.55289,,,,0.707008039,,
FH40312,,Otolith,,2004,FEH,,,,,39.517296,-121.55289,,,,0.707052779,,
FH40321,,Otolith,,2004,FEH,,,,,39.517296,-121.55289,,,,0.707190848,,
FH99309,,Otolith,,1999,FEH,,,,,39.517296,-121.55289,,,,0.706469688,,
FH99312,,Otolith,,1999,FEH,,,,,39.517296,-121.55289,,,,0.706358217,,
FH99315,,Otolith,,1999,FEH,,,,,39.517296,-121.55289,,,,0.706274499,,
FH99319,,Otolith,,1999,FEH,,,,,39.517296,-121.55289,,,,0.706588287,,
FH99506,,Otolith,,1999,FEH,,,,,39.517296,-121.55289,,,,0.706537731,,
LNO11,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707816957,,
LNO12,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707908266,,
LNO13,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.707666612,,
LNO14,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.70760582,,
LNO19,,Otolith,,2002,FEH,,,,,39.517296,-121.55289,,,,0.70765295,,
YR092209-005,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707551175,,
YR092909-012,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707979915,,
YR092909-016,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707379597,,
YR092909-022,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707284066,,
YR093009-001,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707758191,,
YR093009-016,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707434655,,
YR093009-022,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707656749,,
YR100609-043,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707608918,,
YR100709-002,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707679962,,
YR100709-016,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707585453,,
YR100709-023,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707602761,,
YR100709-024,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707282925,,
YR100709-030,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707626663,,
YR100709-041,,Otolith,,2007,FEH,,,,,39.517296,-121.55289,,,,0.707381204,,
YR100929-008,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707631794,,
YR100930-006,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707331789,,
YR101005-038,,Otolith,,2008,FEH,,,,,39.517296,-121.55289,,,,0.707647468,,
